stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,zone_id
RET:HA6286,HA6286,"Ridderkerk, Koningsplein",51.870961,4.60085,0,stoparea:RET:18820,,0,,
RET:HA6287,HA6287,"Ridderkerk, Koningsplein",51.870897,4.600779,0,stoparea:RET:18820,,1,,
RET:HA6288,HA6288,"Ridderkerk, Brouwerstraat",51.876611,4.613866,0,stoparea:RET:18779,,0,,
RET:HA6289,HA6289,"Ridderkerk, Brouwerstraat",51.876716,4.613414,0,stoparea:RET:18779,,0,,
RET:HA6290,HA6290,"Ridderkerk, Goudenregenplantsoen",51.871039,4.583163,0,stoparea:RET:18801,,0,,
RET:HA6291,HA6291,"Ridderkerk, Goudenregenplantsoen",51.87174,4.58453,0,stoparea:RET:18801,,0,,
RET:HA6292,HA6292,"Ridderkerk, Hotel van der Valk",51.866147,4.558379,0,stoparea:RET:18812,,1,,
RET:HA6293,HA6293,"Ridderkerk, Hotel van der Valk",51.866059,4.559876,0,stoparea:RET:18812,,1,,
RET:HA6294,HA6294,"Ridderkerk, Ravelstraat",51.888031,4.600915,0,stoparea:RET:584,,0,,
RET:HA6295,HA6295,"Ridderkerk, Ravelstraat",51.888554,4.601211,0,stoparea:RET:584,,0,,
RET:HA6296,HA6296,"Ridderkerk, Spinozastraat",51.869071,4.614068,0,stoparea:RET:18861,,0,,
RET:HA6297,HA6297,"Ridderkerk, Spinozastraat",51.869405,4.6129,0,stoparea:RET:18861,,0,,
RET:HA6298,HA6298,"Ridderkerk, 't Zand",51.868897,4.619138,0,stoparea:RET:18874,,1,,
RET:HA6299,HA6299,"Ridderkerk, 't Zand",51.869389,4.618723,0,stoparea:RET:18874,,1,,
RET:HA6302,HA6302,"Ridderkerk, Staringlaan",51.86306,4.603602,0,stoparea:RET:18862,,0,,
RET:HA6303,HA6303,"Ridderkerk, Staringlaan",51.863307,4.602915,0,stoparea:RET:18862,,1,,
RET:HA6304,HA6304,"Ridderkerk, Vogelvliet",51.862494,4.610464,0,stoparea:RET:18884,,0,,
RET:HA6305,HA6305,"Ridderkerk, Vogelvliet",51.862312,4.610003,0,stoparea:RET:18884,,0,,
RET:HA6306,HA6306,"Ridderkerk, Paltrokmolen",51.862883,4.617673,0,stoparea:RET:18838,,1,,
RET:HA6307,HA6307,"Ridderkerk, Paltrokmolen",51.863096,4.617161,0,stoparea:RET:18838,,1,,
RET:HA6308,HA6308,"Ridderkerk, Brasem",51.863692,4.624454,0,stoparea:RET:18778,,0,,
RET:HA6309,HA6309,"Ridderkerk, Brasem",51.862583,4.623979,0,stoparea:RET:18778,,1,,
RET:HA6310,HA6310,"Ridderkerk, Salem",51.864981,4.627858,0,stoparea:RET:629,,0,,
RET:HA6311,HA6311,"Ridderkerk, Sporthal Drievliet",51.866298,4.620214,0,stoparea:RET:18386,,0,,
RET:HA6312,HA6312,"Ridderkerk, Sporthal Drievliet",51.865662,4.620616,0,stoparea:RET:18386,,0,,
RET:HA6313,HA6313,"Ridderkerk, Sporthal Drievliet",51.865871,4.620889,0,stoparea:RET:18386,,1,,
RET:HA6314,HA6314,"Ridderkerk, Zwaluw",51.866582,4.612847,0,stoparea:RET:871,,0,,
RET:HA6316,HA6316,"Ridderkerk, Kastanjelaan",51.875291,4.589811,0,stoparea:RET:332,,1,,
RET:HA6317,HA6317,"Ridderkerk, Ridderkerk Sportlaan",51.877142,4.597664,0,stoparea:RET:18850,,0,,
RET:HA6318,HA6318,"Ridderkerk, Ridderkerk Sportlaan",51.87734,4.597733,0,stoparea:RET:18850,,0,,
RET:HA6319,HA6319,"Ridderkerk, Donkerslootweg",51.874568,4.610677,0,stoparea:RET:18787,,0,,
